Accident_Id,crash_date,traffic_control_device,weather_condition,lighting_condition,trafficway_type,alignment,damage,prim_contributory_cause,num_units,Urban_or_Rural_Area,most_severe_injury,Accident_Severity,injuries_total,injuries_fatal,injuries_Serious,injuries_Slight,injuries_no_indication,crash_hour,crash_day_of_week,crash_month
200701CP00138,10/22/2021,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",FOLLOWING TOO CLOSELY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,21,6,10
200701CP00139,08-08-2021 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,7,1,8
200701CP00140,11/15/2022,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,0,3,11
200701CP00141,07-03-2021 00:00,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"OVER $1,500",TURNING RIGHT ON RED,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,1,7,7
200701CP00142,04-02-2018 00:00,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,4,17,2,4
200701CP00143,01/18/2023,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,20,4,1
200701CP00144,03/15/2018,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ONE-WAY,STRAIGHT AND LEVEL,"$501 - $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,8,5,3
200701CP00145,03-04-2018 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,$500 OR LESS,UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,15,1,3
200701CP00146,03/14/2022,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,"REPORTED, NOT EVIDENT",Slight,4,0,0,0,3,0,2,3
200701CP00147,02-06-2023 00:00,NO CONTROLS,CLEAR,DAYLIGHT,L-INTERSECTION,"CURVE, LEVEL","OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,8,2,2
200701CP00148,08-08-2019 00:00,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,17,5,8
200701CP00149,09/19/2019,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,2,Urban,INCAPACITATING INJURY,Slight,1,0,1,0,1,19,5,9
200701CP00150,04/30/2022,YIELD,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,11,7,4
200701CP00151,10-11-2021 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,15,2,10
200701CP00153,10/27/2022,NO CONTROLS,CLEAR,DAYLIGHT,UNKNOWN,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,7,5,10
200701CP00154,06/23/2018,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,4,23,7,6
200701CP00155,12/21/2019,TRAFFIC SIGNAL,CLEAR,DARKNESS,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,7,7,12
200701CP00156,09/17/2021,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,$500 OR LESS,UNABLE TO DETERMINE,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,1,19,6,9
200701CP00157,12/27/2018,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,17,5,12
200701CP00158,11-08-2021 00:00,NO CONTROLS,CLEAR,DAYLIGHT,NOT REPORTED,STRAIGHT AND LEVEL,"OVER $1,500",NOT APPLICABLE,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,6,2,11
200701CP00159,06/29/2021,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,17,3,6
200701CP00160,05-08-2019 00:00,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",3,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,1,5,4,5
200701CP00161,12/31/2018,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",WEATHER,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,16,2,12
200701CP00162,02/13/2023,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,5,10,2,2
200701CP00163,04-06-2023 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,13,5,4
200701CP00164,10-12-2022 00:00,UNKNOWN,RAIN,DAYLIGHT,ALLEY,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,16,4,10
200701CP00165,02/24/2023,TRAFFIC SIGNAL,SNOW,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,STRAIGHT AND LEVEL,$500 OR LESS,FOLLOWING TOO CLOSELY,4,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,23,6,2
200701CP00166,09-06-2019 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,16,6,9
200701CP00167,03/18/2019,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,1,11,2,3
200701CP00168,06-09-2020 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,$500 OR LESS,DISREGARDING TRAFFIC SIGNALS,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,1,13,3,6
200701CP00169,05-04-2017 00:00,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,15,5,5
200701CP00170,06-12-2021 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,$500 OR LESS,UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,11,7,6
200701CP00171,12/19/2020,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",IMPROPER BACKING,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,15,7,12
200701CP00172,03-02-2018 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,9,6,3
200701CP00173,06-11-2017 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,"REPORTED, NOT EVIDENT",Slight,1,0,0,0,1,10,1,6
200701CP00174,06-06-2022 00:00,TRAFFIC SIGNAL,UNKNOWN,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,$500 OR LESS,DISTRACTION - FROM INSIDE VEHICLE,2,Urban,NONINCAPACITATING INJURY,Slight,2,0,0,2,1,16,2,6
200701CP00175,07/17/2019,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2,Urban,"REPORTED, NOT EVIDENT",Slight,2,0,0,0,0,8,4,7
200701CP00176,03/14/2019,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,Urban,"REPORTED, NOT EVIDENT",Slight,2,0,0,0,1,13,5,3
200701CP00177,07-02-2023 00:00,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,3,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,1,3,1,7
200701CP00178,02/24/2023,STOP SIGN/FLASHER,SNOW,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",WEATHER,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,23,6,2
200701CP00179,03-12-2023 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,T-INTERSECTION,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER LANE USAGE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,4,11,1,3
200701CP00180,02/23/2017,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,7,5,2
200701CP00181,08/31/2022,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,9,4,8
200701CP00182,12/17/2018,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,1,2,12
200701CP00183,10/29/2022,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,8,7,10
200701CP00184,07/19/2023,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER OVERTAKING/PASSING,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,4,4,7
200701CP00185,06-03-2020 00:00,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,"CURVE, LEVEL","OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,Urban,NONINCAPACITATING INJURY,Serious,3,0,0,3,0,23,4,6
200701CP00186,01/17/2019,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,11,5,1
200701CP00187,06-03-2023 00:00,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,5,0,7,6
200701CP00188,11-12-2017 00:00,TRAFFIC SIGNAL,RAIN,DAYLIGHT,ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,13,1,11
200701CP00189,08-04-2018 00:00,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",CENTER TURN LANE,STRAIGHT AND LEVEL,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,21,7,8
200701CP00190,11/17/2022,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,3,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,1,5,11
200701CP00191,01/18/2017,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,17,4,1
200701CP00192,07-01-2022 00:00,STOP SIGN/FLASHER,CLEAR,DARKNESS,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",DRIVING ON WRONG SIDE/WRONG WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,23,6,7
200701CP00193,12/30/2015,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER LANE USAGE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,5,4,12
200701CP00194,07/25/2021,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,11,1,7
200701CP00195,07-06-2016 00:00,TRAFFIC SIGNAL,RAIN,DAYLIGHT,ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,8,4,7
200701CP00196,07/18/2019,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,17,5,7
200701CP00197,05-09-2019 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,18,5,5
200701CP00198,01-05-2018 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,12,6,1
200701CP00199,10/23/2016,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"$501 - $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,8,1,10
200701CP00200,03-05-2020 00:00,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,17,5,3
200701CP00201,10/22/2022,TRAFFIC SIGNAL,CLEAR,DARKNESS,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,5,0,7,10
200701CP00202,11/14/2021,NO CONTROLS,FREEZING RAIN/DRIZZLE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,2,1,11
200701CP00203,11-09-2016 00:00,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,STRAIGHT AND LEVEL,$500 OR LESS,UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,18,4,11
200701CP00204,05/25/2022,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING STOP SIGN,4,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,22,4,5
200701CP00205,04/22/2023,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,STRAIGHT AND LEVEL,"$501 - $1,500",FOLLOWING TOO CLOSELY,2,Urban,NONINCAPACITATING INJURY,Slight,2,0,0,2,1,0,7,4
200701CP00206,01/17/2020,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,3,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,4,10,6,1
200701CP00207,04-08-2020 00:00,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,2,23,4,4
200701CP00208,09-08-2021 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER OVERTAKING/PASSING,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,7,4,9
200701CP00209,11/25/2021,TRAFFIC SIGNAL,CLEAR,DARKNESS,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,3,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,4,22,5,11
200701CP00210,04-04-2019 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"$501 - $1,500",FOLLOWING TOO CLOSELY,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,16,5,4
200701CP00211,02-05-2018 00:00,STOP SIGN/FLASHER,SNOW,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,7,2,2
200701CP00212,04/26/2019,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",FOLLOWING TOO CLOSELY,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,0,6,4
200701CP00213,02/17/2022,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,7,5,2
200701CP00214,06-03-2018 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,OTHER,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,6,1,6
200701CP00215,02/17/2022,TRAFFIC SIGNAL,SNOW,DAYLIGHT,ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,15,5,2
200701CP00216,12/13/2022,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,10,3,12
200701CP00218,06/17/2020,PEDESTRIAN CROSSING SIGN,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",FOLLOWING TOO CLOSELY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,13,4,6
200701CP00219,05/14/2021,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,"$501 - $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,21,6,5
200701CP00220,11/20/2022,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,3,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,18,1,11
200701CP00221,06/20/2018,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,1,7,4,6
200701CP00222,02/13/2023,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,6,18,2,2
200701CP00223,12-02-2022 00:00,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER LANE USAGE,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,7,6,12
200701CP00224,10-08-2022 00:00,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,1,0,7,10
200701CP00225,07-05-2017 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,9,4,7
200701CP00226,05/26/2017,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING STOP SIGN,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,22,6,5
200701CP00227,10-01-2021 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,7,6,10
200701CP00228,08/31/2018,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,$500 OR LESS,FAILING TO REDUCE SPEED TO AVOID CRASH,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,3,22,6,8
200701CP00229,01/22/2018,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,19,2,1
200701CP00230,10/19/2020,TRAFFIC SIGNAL,RAIN,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",EQUIPMENT - VEHICLE CONDITION,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,15,2,10
200701CP00231,07/18/2021,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NONINCAPACITATING INJURY,Serious,1,0,0,1,1,23,1,7
200701CP00232,08-06-2023 00:00,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,Urban,"REPORTED, NOT EVIDENT",Slight,1,0,0,0,1,15,1,8
200701CP00233,07/29/2022,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,"$501 - $1,500",FOLLOWING TOO CLOSELY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,13,6,7
200701CP00234,04/17/2018,STOP SIGN/FLASHER,UNKNOWN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,22,3,4
200701CP00235,10/16/2017,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",NOT APPLICABLE,1,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,1,10,2,10
200701CP00236,07-01-2018 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,RAMP,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,10,1,7
